,index,J_true,J_obs,Q_true,Q_obs
0,600,0.0,0.0038273947127494164,0.0018487395059604511,0.00184170363650684
1,601,0.04,0.04216990918972154,0.0022461484694400297,0.0021346177699068884
2,602,0.09,0.08654391377013013,0.0031602510895500295,0.003012675443175014
3,603,0.02,0.02093220928324941,0.00333566514070055,0.003319587850492288
4,604,0.03,0.03384113838759929,0.0036134186288182524,0.003699989144064819
5,605,0.04,0.03888509816635806,0.003992445518101396,0.0041242795595676255
6,606,0.05,0.05132300869711913,0.00447169087728784,0.00454237782893404
7,607,0.03,0.020670641236204927,0.004737610763982759,0.004701888434906726
8,608,0.0,0.004929374195998894,0.004688260651857939,0.004854645113729528
9,609,0.01,0.0046276138864916275,0.004743591270067752,0.004803200891593674
10,610,0.03,0.026426206944051327,0.005006678861004547,0.005052632716021663
11,611,0.05,0.05209598995718534,0.0054753592895357495,0.0053438737305672454
12,612,0.04,0.04726143968687973,0.005834990963603085,0.005712436612690901
13,613,0.01,0.005787645947668666,0.005878376474398887,0.005701680066344473
14,614,0.02,0.020813168469295866,0.006025476719457232,0.0057646978119327945
15,615,0.02,0.016132196578023287,0.006171044670296218,0.006183946412046523
16,616,0.02,0.016801565912355917,0.006315096288313966,0.006259325001129087
17,617,0.0,0.009194425215269768,0.006249314035310695,0.006244521620202836
18,618,0.0,0.0026381830901274776,0.006184217014109542,0.006387656310041468
19,619,0.0,0.005402315023527543,0.006119798086879235,0.005909142197449317
20,620,0.0,0.0005687431130338462,0.006056050190140909,0.006087933221726693
21,621,0.0,0.006084569038180086,0.0059929663339936086,0.0060697538886200384
22,622,0.0,0.00651764835566067,0.005930539601347842,0.005981738922319754
23,623,0.0,0.0055977554692835515,0.005868763147167135,0.005780828626050383
24,624,0.0,0.00020829829010758538,0.005807630197717478,0.005881625399027664
25,625,0.0,0.0001555227982297784,0.005747134049824588,0.005751019800006613
26,626,0.0,0.0033084604333438066,0.005687268070138915,0.005814938582821436
27,627,0.0,0.006620716402970119,0.005628025694408302,0.005627999330494216
28,628,0.0,0.0017810554725466907,0.005569400426758215,0.005565691285022307
29,629,0.0,0.0006671904087302793,0.005511385838979484,0.005287313493098409
30,630,0.0,0.003565159404600875,0.005453975569823448,0.005381624420929795
31,631,0.0,0.003498171298569833,0.005397163324304454,0.005492487136740051
32,632,0.0,0.004817468026841294,0.005340942873009616,0.005347353090719321
33,633,0.0,0.002641236647749669,0.0052853080514157665,0.005186733589828795
34,634,0.0,0.003827846826044723,0.005230252759213519,0.005301205662282639
35,635,0.0,0.0017707271532064273,0.005175770959638378,0.0052200145056870385
36,636,0.0,0.00455176255804921,0.005121856678808811,0.005084361875556488
37,637,0.0,0.004212438478352562,0.00506850400507122,0.005158662519432805
38,638,0.0,0.008013430927259006,0.005015707088351728,0.00502542440929259
39,639,0.0,0.005049443411179483,0.004963460139514731,0.004866591334544743
40,640,0.0,0.0013405235380713819,0.0049117574297281195,0.004897102453009668
41,641,0.0,0.004242378142767597,0.0048605932898351184,0.004850260315356683
42,642,0.0,0.005444249871592516,0.004809962109732669,0.004859232618897042
43,643,0.0,0.010181255527472755,0.004759858337756288,0.0049862728183468225
44,644,0.0,0.0014839037797503226,0.004710276480071327,0.0046923814722662814
45,645,0.0,0.010642342985198108,0.004661211100070584,0.004738374241237554
46,646,0.0,0.003988580049705075,0.0046126568177781825,0.004383380236613802
47,647,0.0,0.0005097544686567504,0.00456460830925966,0.004637340565525562
48,648,0.0,0.0024714220323936147,0.004517060306038205,0.004537490530541829
49,649,0.0,0.010056078368183783,0.004470007594516974,0.00454032110335324
50,650,0.0,0.007880418726451358,0.004423445015407422,0.004384454103876138
51,651,0.0,0.00220166557141724,0.004377367463163594,0.004516652407182936
52,652,0.0,0.003016145565689853,0.004331769885422307,0.0042396097255935185
53,653,0.0,0.003367609642400806,0.004286647282449158,0.0041396555945118155
54,654,0.0,0.004047172888525808,0.004241994706590313,0.004132484643741176
